Sample #,IGSN parent #,IGSN daughter #,Samp Date,latitude,longitude,elev (ft),elev (m),slope %,sample type,site,locality,description,classification,min depth (cm),max depth (cm),Horizon,landform,Mapped Lithologic unit,Parent Material,NOTES,bulk density vol (cm3),bulk density (g/cm3),pH,soilmoisture%,om_perc,LOI %,sand_perc,silt_perc,clay_perc,rockfrag_perc,sand % (1000 - 2000 æm),sand % (500 - 1000 æm),sand % (250 - 500 æm), sand % (100 - 250 æm),sand % (50 -100 æm),silt % (2 - 20 æm),silt % (20 - 50 æm),clay % (<2 æm),Texture Class,Total Carbon %,Organic Carbon %,Nitrogen_ppm,Total Carbon pcnt,Organic Carbon pcnt,Total Nitrogen pcnt,Nitrogen ppm,Al2O3 (%),BaO (%),Ba (ppm),CaO (%),Cr2O3 (%),Fe2O3T (%),K2O (%),MgO (%),MnO (%),Na2O (%),Nb (ppm),P2O5 (%),SiO2 (%),SrO (%),Sr (ppm),TiO2 (%),Y (ppm),Zn (ppm),Zr (ppm),LOI (900C),LOI (1000C),bulk XRD,clay XRD,CEC,"Al, Fe, Si sequential extractions",BrayP %,fiber unrubbed %,fiber rubbed %,Thin sections,Plutonium,d13C,Archived in box at JFSL,Hue,Value,Chroma,additional colors listed,*chose dominant color where multiple colors exist in order to graphs
HLEF-19-316,,,9/5/2019,58.65095,-134.83272,2755.9056,840,0,soil,HLEF,HLEF Tonalite Ridge,Pedon 22 - HLEF Tonalite Ridge,Lithic Humicryod,13,18,Bh,ridgetop,Tonalite,Tonalite - Till,,138,0.54,4.59,,,,,,,,2.5316,13.6211,19.3188,27.4739,13.777,9.0275,9.3508,4.8992,LS,,,,6.526,,0.235,2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10YR,2,1,,
HLEF-19-317,,,9/5/2019,58.65095,-134.83272,2755.9056,840,0,soil,HLEF,HLEF Tonalite Ridge,Pedon 22 - HLEF Tonalite Ridge,Lithic Humicryod,18,35,Bhs,ridgetop,Tonalite,Tonalite - Till,,138,0.58,4.85,,,,,,,,4.4611,13.2615,19.1038,21.7883,12.1889,9.2951,9.0609,10.8403,SL,,,,6.737,,0.211,2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10YR,2,1,,
HLEF-19-318,,,9/5/2019,58.65095,-134.83272,2755.9056,840,0,soil,HLEF,HLEF Tonalite Ridge,Pedon 22 - HLEF Tonalite Ridge,Lithic Humicryod,35,45,Bs/C,ridgetop,Tonalite,Tonalite - Till,,,,5.05,,,,,,,,8.8578,12.4514,15.7079,18.13,14.5372,14.8584,12.0019,3.4554,SL,,,,3.06,,0.091,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5YR,2.5,2,,
HLEF-19-319,,,9/5/2019,58.65095,-134.83272,2755.9056,840,0,rock,HLEF,HLEF Tonalite Ridge,Pedon 22 - HLEF Tonalite Ridge,Lithic Humicryod,45+,,Cr,ridgetop,Tonalite,Tonalite - Till,,,,,,,,,,,,,,,,,,,,,,,,0.036,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-320,,,9/5/2019,58.65095,-134.83272,2755.9056,840,0,db,HLEF,HLEF Tonalite Ridge,Pedon 22 - HLEF Tonalite Ridge,Lithic Humicryod,0,9,O,ridgetop,Tonalite,Tonalite - Till,,125,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-321,,,9/5/2019,58.65095,-134.83272,2755.9056,840,0,db,HLEF,HLEF Tonalite Ridge,Pedon 22 - HLEF Tonalite Ridge,Lithic Humicryod,0,9,O,ridgetop,Tonalite,Tonalite - Till,,125,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-322,,,9/5/2019,58.65095,-134.83272,2755.9056,840,0,db,HLEF,HLEF Tonalite Ridge,Pedon 22 - HLEF Tonalite Ridge,Lithic Humicryod,9,13,E,ridgetop,Tonalite,Tonalite - Till,,138.5,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-323,,,9/5/2019,58.65095,-134.83272,2755.9056,840,0,db,HLEF,HLEF Tonalite Ridge,Pedon 22 - HLEF Tonalite Ridge,Lithic Humicryod,9,13,E,ridgetop,Tonalite,Tonalite - Till,,138.5,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-324,,,9/5/2019,58.65095,-134.83272,2755.9056,840,0,db,HLEF,HLEF Tonalite Ridge,Pedon 22 - HLEF Tonalite Ridge,Lithic Humicryod,13,18,Bh,ridgetop,Tonalite,Tonalite - Till,,138.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-325,,,9/5/2019,58.65095,-134.83272,2755.9056,840,0,db,HLEF,HLEF Tonalite Ridge,Pedon 22 - HLEF Tonalite Ridge,Lithic Humicryod,13,18,Bh,ridgetop,Tonalite,Tonalite - Till,,138.5,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-326,,,9/5/2019,58.65095,-134.83272,2755.9056,840,0,db,HLEF,HLEF Tonalite Ridge,Pedon 22 - HLEF Tonalite Ridge,Lithic Humicryod,18,35,Bhs,ridgetop,Tonalite,Tonalite - Till,,138.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-327,,,9/5/2019,58.65095,-134.83272,2755.9056,840,0,db,HLEF,HLEF Tonalite Ridge,Pedon 22 - HLEF Tonalite Ridge,Lithic Humicryod,18,35,Bhs,ridgetop,Tonalite,Tonalite - Till,,138.5,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-328,,,9/6/2019,58.38475,-134.6251,459.3176,140,0,om,AULK,AULK Gravina sedimentary Ridge,Pedon 23 - Auke Lake Gravina Sedimentary Ridge,Typic Cryohemist,0,30,O,ridgetop,Gravina Sedimentary,Slate,,,0.11,4.01,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,47.35,,1.57,15710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,,
HLEF-19-329,,,9/6/2019,58.38475,-134.6251,459.3176,140,0,soil,AULK,AULK Gravina sedimentary Ridge,Pedon 23 - Auke Lake Gravina Sedimentary Ridge,Typic Cryohemist,30,39,BC,ridgetop,Gravina Sedimentary,Slate,,,,4.12,,,,,,,,11.9118,9.7888,7.0051,4.8041,4.3816,35.6888,6.6801,19.7398,L,,,,4.424,,0.221,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10YR,5,4,,
HLEF-19-330,,,9/6/2019,58.38475,-134.6251,459.3176,140,0,rock,AULK,AULK Gravina sedimentary Ridge,Pedon 23 - Auke Lake Gravina Sedimentary Ridge,Typic Cryohemist,39+,,R,ridgetop,Gravina Sedimentary,Slate,,,,,,,,,,,,,,,,,,,,,,,,0.63,,0.13,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-331,,,9/6/2019,58.38475,-134.6251,459.3176,140,0,db,AULK,AULK Gravina sedimentary Ridge,Pedon 23 - Auke Lake Gravina Sedimentary Ridge,Typic Cryohemist,0,30,O,ridgetop,Gravina Sedimentary,Slate,,125,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-332,,,9/6/2019,58.38475,-134.6251,459.3176,140,0,db,AULK,AULK Gravina sedimentary Ridge,Pedon 23 - Auke Lake Gravina Sedimentary Ridge,Typic Cryohemist,0,30,O,ridgetop,Gravina Sedimentary,Slate,,125,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
